0,0.1,0.08
1000,0.52,0.33
2000,0.52,0.35
3000,0.54,0.34
4000,0.48,0.35
5000,0.58,0.35
6000,0.58,0.35
7000,0.52,0.35
8000,0.52,0.35
9000,0.5,0.36
10000,0.58,0.38
11000,0.54,0.39
12000,0.62,0.4
13000,0.56,0.41
14000,0.48,0.41
15000,0.68,0.41
16000,0.58,0.41
17000,0.64,0.41
18000,0.56,0.4
19000,0.6,0.39
20000,0.58,0.39
21000,0.58,0.4
22000,0.54,0.4
23000,0.62,0.42
24000,0.7,0.41
25000,0.6,0.42
26000,0.66,0.41
27000,0.64,0.39
28000,0.6,0.4
29000,0.56,0.42
30000,0.72,0.41
31000,0.76,0.38
32000,0.66,0.4
33000,0.6,0.41
34000,0.72,0.43
35000,0.66,0.43
36000,0.68,0.44
37000,0.76,0.45
38000,0.86,0.41
39000,0.76,0.43
40000,0.64,0.44
41000,0.76,0.44
42000,0.72,0.44
43000,0.76,0.45
44000,0.68,0.45
45000,0.76,0.45
46000,0.76,0.45
47000,0.78,0.45
48000,0.8,0.46
49000,0.78,0.47
50000,0.8,0.46
51000,0.74,0.47
52000,0.64,0.46
53000,0.66,0.47
54000,0.76,0.47
55000,0.72,0.48
56000,0.78,0.45
57000,0.88,0.45
58000,0.74,0.46
59000,0.74,0.46
60000,0.8,0.47
61000,0.86,0.45
62000,0.74,0.46
63000,0.76,0.46
64000,0.86,0.46
65000,0.76,0.46
66000,0.86,0.46
67000,0.82,0.45
68000,0.78,0.43
69000,0.58,0.45
70000,0.8,0.44
71000,0.74,0.43
72000,0.72,0.42
73000,0.76,0.42
74000,0.68,0.42
75000,0.8,0.42
76000,0.78,0.42
77000,0.7,0.42
78000,0.82,0.41
79000,0.88,0.42
80000,0.82,0.44
81000,0.74,0.45
82000,0.78,0.45
83000,0.74,0.45
84000,0.8,0.45
85000,0.84,0.46
86000,0.86,0.46
87000,0.8,0.47
88000,0.76,0.47
89000,0.72,0.47
90000,0.68,0.47
91000,0.68,0.47
92000,0.78,0.47
93000,0.8,0.47
94000,0.78,0.47
95000,0.8,0.48
96000,0.74,0.48
97000,0.7,0.48
98000,0.7,0.48
99000,0.76,0.48
100000,0.74,0.48
101000,0.8,0.48
102000,0.74,0.47
103000,0.84,0.48
104000,0.82,0.48
105000,0.8,0.48
106000,0.84,0.48
107000,0.84,0.48
108000,0.82,0.48
109000,0.8,0.48
110000,0.72,0.48
111000,0.88,0.48
112000,0.72,0.48
113000,0.7,0.48
114000,0.76,0.49
115000,0.76,0.49
116000,0.84,0.49
117000,0.86,0.49
118000,0.8,0.49
119000,0.82,0.49
120000,0.86,0.49
121000,0.84,0.49
122000,0.88,0.49
123000,0.92,0.49
124000,0.74,0.49
125000,0.84,0.49
126000,0.86,0.49
127000,0.74,0.49
128000,0.78,0.49
129000,0.72,0.49
130000,0.76,0.49
131000,0.78,0.49
132000,0.76,0.49
133000,0.72,0.49
134000,0.76,0.49
135000,0.68,0.49
136000,0.82,0.49
137000,0.88,0.49
138000,0.82,0.49
139000,0.76,0.49
140000,0.82,0.49
141000,0.76,0.49
142000,0.8,0.49
143000,0.8,0.49
144000,0.72,0.49
