0,1.00617
10,0.999272
20,0.998716
30,0.998091
40,0.997377
50,0.996546
60,0.995563
70,0.99438
80,0.992934
90,0.99115
100,0.988938
110,0.986219
120,0.982956
130,0.97921
140,0.975154
150,0.970996
160,0.966861
170,0.962733
180,0.958511
190,0.954091
200,0.949408
210,0.944434
220,0.939163
230,0.933605
240,0.927778
250,0.921707
260,0.915422
270,0.908962
280,0.902365
290,0.895675
300,0.888937
310,0.882194
320,0.875487
330,0.868854
340,0.862328
350,0.855938
360,0.849708
370,0.843656
380,0.837795
390,0.832136
400,0.826683
410,0.821441
420,0.816407
430,0.811581
440,0.806958
450,0.802532
460,0.798297
470,0.794246
480,0.790372
490,0.786665
500,0.783119
510,0.779723
520,0.776472
530,0.773354
540,0.770363
550,0.767489
560,0.764725
570,0.76206
580,0.759485
590,0.75699
600,0.754563
610,0.752191
620,0.749856
630,0.747539
640,0.74521
650,0.742829
660,0.740337
670,0.737638
680,0.734576
690,0.730872
700,0.726004
710,0.718946
720,0.707719
730,0.689154
740,0.660412
750,0.620663
760,0.569209
770,0.50608
780,0.434881
790,0.362488
800,1.33829
810,0.817643
820,0.668655
830,0.900595
840,0.381391
850,0.538711
860,0.81554
870,0.657282
880,0.34823
890,0.460536
900,0.140109
910,0.13465
920,0.315443
930,0.0456325
940,0.0397154
950,0.0351112
960,0.0314211
970,0.0283997
980,0.0258826
990,0.0237553
1000,0.0219352
1010,0.0203616
1020,0.0189883
1030,0.0177802
1040,0.0167096
1050,0.0157548
1060,0.0148982
1070,0.0141257
1080,0.0134257
1090,0.0127885
1100,0.0122063
1110,0.0116723
1120,0.0111809
1130,0.0107272
1140,0.0103071
1150,0.00991715
1160,0.00955416
1170,0.00921551
1180,0.00889886
1190,0.00860217
1200,0.00832363
1210,0.00806166
1220,0.00781484
1230,0.00758192
1240,0.00736176
1250,0.00715338
1260,0.00695585
1270,0.00676837
1280,0.0065902
1290,0.00642067
1300,0.00625919
1310,0.0061052
1320,0.0059582
1330,0.00581773
1340,0.00568338
1350,0.00555476
1360,0.00543151
1370,0.00531332
1380,0.00519988
1390,0.00509092
1400,0.00498618
1410,0.00488543
1420,0.00478844
1430,0.00469502
1440,0.00460497
1450,0.00451812
1460,0.0044343
1470,0.00435336
1480,0.00427516
1490,0.00419956
1500,0.00412644
1510,0.00405568
1520,0.00398717
1530,0.0039208
1540,0.00385649
1550,0.00379413
1560,0.00373364
1570,0.00367495
1580,0.00361796
1590,0.00356262
1600,0.00350885
1610,0.00345658
1620,0.00340577
1630,0.00335634
1640,0.00330824
1650,0.00326142
1660,0.00321584
1670,0.00317144
1680,0.00312818
1690,0.00308602
1700,0.00304492
1710,0.00300483
1720,0.00296573
1730,0.00292757
1740,0.00289033
1750,0.00285397
1760,0.00281846
1770,0.00278377
1780,0.00274988
1790,0.00271676
1800,0.00268438
1810,0.00265272
1820,0.00262176
1830,0.00259147
1840,0.00256183
1850,0.00253282
1860,0.00250443
1870,0.00247663
1880,0.00244941
1890,0.00242274
1900,0.00239662
1910,0.00237102
1920,0.00234593
1930,0.00232134
1940,0.00229723
1950,0.00227359
1960,0.0022504
1970,0.00222765
1980,0.00220534
1990,0.00218344
