0,0.08,0.06
1000,0.5,0.55
2000,0.6,0.58
3000,0.52,0.59
4000,0.62,0.61
5000,0.62,0.64
6000,0.66,0.64
7000,0.66,0.64
8000,0.54,0.65
9000,0.5,0.65
10000,0.66,0.66
11000,0.58,0.66
12000,0.64,0.67
13000,0.66,0.67
14000,0.74,0.69
15000,0.8,0.68
16000,0.68,0.66
17000,0.68,0.66
18000,0.72,0.66
19000,0.68,0.66
20000,0.64,0.66
21000,0.72,0.66
22000,0.64,0.66
23000,0.58,0.66
24000,0.66,0.66
25000,0.7,0.66
26000,0.68,0.66
27000,0.7,0.66
28000,0.66,0.66
29000,0.64,0.66
30000,0.74,0.66
31000,0.56,0.65
32000,0.62,0.65
33000,0.56,0.65
34000,0.74,0.65
35000,0.64,0.65
36000,0.64,0.65
37000,0.64,0.65
38000,0.68,0.66
39000,0.66,0.66
40000,0.66,0.66
41000,0.72,0.66
42000,0.66,0.67
43000,0.68,0.67
44000,0.68,0.67
45000,0.64,0.67
46000,0.72,0.67
47000,0.76,0.67
48000,0.84,0.67
49000,0.72,0.67
50000,0.74,0.67
51000,0.68,0.67
52000,0.74,0.67
53000,0.74,0.67
54000,0.66,0.67
55000,0.74,0.67
56000,0.64,0.67
57000,0.72,0.67
58000,0.66,0.67
59000,0.62,0.67
60000,0.74,0.67
61000,0.86,0.67
62000,0.64,0.67
63000,0.68,0.69
64000,0.62,0.68
65000,0.68,0.68
66000,0.66,0.68
67000,0.66,0.68
68000,0.68,0.68
69000,0.8,0.68
70000,0.7,0.68
71000,0.74,0.68
72000,0.52,0.69
73000,0.76,0.68
74000,0.7,0.68
75000,0.76,0.68
76000,0.76,0.66
77000,0.64,0.65
78000,0.68,0.65
79000,0.7,0.63
80000,0.74,0.65
81000,0.82,0.65
82000,0.7,0.63
83000,0.7,0.63
84000,0.7,0.65
85000,0.86,0.66
86000,0.84,0.66
87000,0.74,0.67
88000,0.8,0.67
89000,0.84,0.67
90000,0.64,0.66
91000,0.68,0.66
92000,0.66,0.67
93000,0.82,0.66
94000,0.8,0.66
95000,0.76,0.66
96000,0.74,0.66
97000,0.82,0.66
98000,0.66,0.66
99000,0.76,0.66
100000,0.7,0.66
101000,0.74,0.66
102000,0.7,0.66
103000,0.7,0.66
104000,0.74,0.66
105000,0.84,0.66
106000,0.78,0.66
107000,0.8,0.66
108000,0.62,0.66
109000,0.7,0.66
110000,0.78,0.66
111000,0.8,0.66
112000,0.78,0.66
113000,0.72,0.66
114000,0.86,0.66
115000,0.76,0.66
116000,0.76,0.66
117000,0.74,0.66
118000,0.7,0.66
119000,0.86,0.66
120000,0.8,0.66
121000,0.74,0.66
122000,0.68,0.66
123000,0.82,0.66
124000,0.72,0.66
125000,0.84,0.66
126000,0.78,0.66
127000,0.74,0.66
128000,0.8,0.66
129000,0.88,0.66
130000,0.82,0.66
131000,0.8,0.66
132000,0.82,0.66
133000,0.8,0.66
134000,0.56,0.66
135000,0.82,0.66
136000,0.82,0.66
137000,0.78,0.66
138000,0.76,0.66
139000,0.76,0.67
140000,0.76,0.67
141000,0.72,0.67
142000,0.82,0.67
143000,0.74,0.67
144000,0.76,0.67
145000,0.86,0.67
146000,0.8,0.67
147000,0.76,0.67
148000,0.84,0.67
149000,0.8,0.67
150000,0.78,0.67
151000,0.84,0.67
152000,0.74,0.67
