0.001,-70.0
0.002,-70.0
0.003,-70.0
0.004,-70.0
0.005,-70.0
0.006,-70.0
0.007,-70.0
0.008,-70.0
0.009,-70.0
0.01,-70.0
0.011,-70.0
0.012,-70.0
0.013,-70.0
0.014,-70.0
0.015,-70.0
0.016,-70.0
0.017,-70.0
0.018,-70.0
0.019,-70.0
0.02,-70.0
0.021,-70.0
0.022,-70.0
0.023,-70.0
0.024,-70.0
0.025,-70.0
0.026,-70.0
0.027,-69.4322750043
0.028,-67.8364965225
0.029,-65.2888018121
0.03,-62.0426808621
0.031,-58.9379153943
0.032,-56.0971511256
0.033,-70.0
0.034,-70.0
0.035,-70.0
0.036,-66.6108251615
0.037,-63.6880170114
0.038,-61.5987041194
0.039,-60.3289759565
0.04,-59.1610706838
0.041,-58.0272143679
0.042,-57.3081284949
0.043,-57.058085046
0.044,-57.2049126587
0.045,-57.6429551333
0.046,-57.7045512428
0.047,-57.4162583623
0.048,-57.2546200725
0.049,-57.355284105
0.05,-57.7093973211
0.051,-58.2580451288
0.052,-58.9345798947
0.053,-59.6812412205
0.054,-59.886034759
0.055,-59.6250619629
0.056,-58.8464339205
0.057,-57.8223353258
0.058,-56.5332788511
0.059,-55.219154845
0.06,-70.0
0.061,-70.0
0.062,-70.0
0.063,-67.0243806536
0.064,-64.2317577882
0.065,-61.7508308979
0.066,-59.9919721499
0.067,-58.9731091177
0.068,-57.9993188377
0.069,-57.0189335192
0.07,-56.4239133771
0.071,-56.276331688
0.072,-55.9417053286
0.073,-55.4255475163
0.074,-55.1670421283
0.075,-55.2645971292
0.076,-55.6782350794
0.077,-56.325262285
0.078,-57.121886087
0.079,-57.9985226192
0.08,-58.3353473317
0.081,-57.6357733466
0.082,-56.5200609049
0.083,-55.6878361439
0.084,-70.0
0.085,-70.0
0.086,-70.0
0.087,-67.812887492
0.088,-65.7326370018
0.089,-64.1673766087
0.09,-62.6051748299
0.091,-61.0723583384
0.092,-59.4200586832
0.093,-57.8213208234
0.094,-56.7399697
0.095,-56.2427294159
0.096,-55.6744492516
0.097,-55.0139764399
0.098,-70.0
0.099,-70.0
0.1,-70.0
0.101,-69.2470345744
0.102,-68.2216223947
0.103,-66.943654759
0.104,-65.8825470615
0.105,-65.1667633831
0.106,-64.780463772
0.107,-64.6580911674
0.108,-63.5913278306
0.109,-61.731441651
0.11,-60.1017901833
0.111,-59.020926972
0.112,-57.9331994654
0.113,-56.8453774365
0.114,-56.1691544693
0.115,-55.9691158018
0.116,-55.6066312604
0.117,-55.0813184113
0.118,-70.0
0.119,-70.0
0.12,-70.0
0.121,-67.1109460282
0.122,-64.6676263097
0.123,-62.9404889285
0.124,-61.3338710042
0.125,-59.8233615321
0.126,-58.7972386941
0.127,-58.3028735116
0.128,-57.6891139982
0.129,-56.9464909604
0.13,-56.5019913548
0.131,-56.4445994838
0.132,-56.7272669553
0.133,-57.2620749137
0.134,-57.9613899727
0.135,-58.1850727711
0.136,-57.4185898453
0.137,-56.2679556336
0.138,-70.0
0.139,-70.0
0.14,-70.0
0.141,-67.0091035264
0.142,-64.7689930109
0.143,-63.3044237996
0.144,-61.9221946087
0.145,-60.0020408582
0.146,-58.0412225392
0.147,-56.6356887301
0.148,-55.8933313574
0.149,-55.7282075071
0.15,-55.4308320994
0.151,-70.0
0.152,-70.0
0.153,-70.0
0.154,-69.0236279379
0.155,-68.4102657935
0.156,-68.0639798372
0.157,-67.9044591084
0.158,-67.8699228449
0.159,-67.9152880155
0.16,-66.8734300117
0.161,-64.9375624874
0.162,-62.5986014519
0.163,-60.3094640998
0.164,-58.6380568456
0.165,-57.6743500382
0.166,-57.3207808427
0.167,-57.4279088869
0.168,-57.2844367269
0.169,-56.8802183851
0.17,-56.0957129717
0.171,-55.153165856
0.172,-70.0
0.173,-70.0
0.174,-70.0
0.175,-68.0522854742
0.176,-66.5240630851
0.177,-65.4926985187
0.178,-64.8996490189
0.179,-64.6463967594
0.18,-63.5003883379
0.181,-61.5956525232
0.182,-59.9435819039
0.183,-58.8545860646
0.184,-57.7675606562
0.185,-56.6856813015
0.186,-55.450583277
0.187,-70.0
0.188,-70.0
0.189,-70.0
0.19,-67.6111152517
0.191,-65.795248065
0.192,-64.0279532704
0.193,-62.3253000557
0.194,-61.0981730308
0.195,-60.4062038268
0.196,-59.6045520912
0.197,-58.6866731015
0.198,-58.0805790331
0.199,-57.8752406389
0.2,-57.4553268452
0.201,-56.8394953015
0.202,-56.4756544731
0.203,-55.9000770852
0.204,-70.0
0.205,-70.0
0.206,-70.0
0.207,-67.9783182722
0.208,-66.6542198991
0.209,-65.8767566062
0.21,-64.9299534548
0.211,-63.7976713262
0.212,-62.9217544045
0.213,-62.4108502025
0.214,-62.2355614845
0.215,-62.3214818091
0.216,-61.4548232214
0.217,-59.7837242089
0.218,-58.3299854843
0.219,-57.4116286287
0.22,-57.0408393097
0.221,-57.1174919583
0.222,-57.5175328173
0.223,-58.1290191405
0.224,-57.7278897471
0.225,-56.4640266102
0.226,-55.3654836584
0.227,-70.0
0.228,-70.0
0.229,-70.0
0.23,-68.6157049704
0.231,-67.0952422141
0.232,-65.308980279
0.233,-63.4676394553
0.234,-62.0729141073
0.235,-61.2229220808
0.236,-60.8537697075
0.237,-60.8533442453
0.238,-60.5427742014
0.239,-59.9370922284
0.24,-58.3672631995
0.241,-56.1754341996
0.242,-70.0
0.243,-70.0
0.244,-70.0
0.245,-67.493844794
0.246,-65.7959281469
0.247,-64.7689787845
0.248,-63.680353885
0.249,-62.4888968727
0.25,-61.612446998
0.251,-61.1399266492
0.252,-59.8915644902
0.253,-57.9970560144
0.254,-56.4436575365
0.255,-55.5145805086
0.256,-70.0
0.257,-70.0
0.258,-70.0
0.259,-68.4425762107
0.26,-67.4335979354
0.261,-66.2793041009
0.262,-64.9691962673
